 NumResultRows,No. of columns in output view,TableAccessCount,Joins,Sorting,Aggregation,Clause, TotalIOCount, AMPCPUTime, ParserCPUTime, MaxAMPCPUTime, MaxAmpIO, SpoolUsage, AMPCPUTimeNorm, ParserCPUTimeNorm, MaxAMPCPUTimeNorm,MaxCPUAmpNumberNorm, SeqRespTime, ReqIOKB, ReqPhysIO, ReqPhysIOKB
"18,314",4,2,0,1,0,1,"2,891",1,0,0.508,"1,503","13,150,720",23.429,0,11.902,1,2.5,"329,643","1,467","179,782"
57,6,3,0,1,1,1,"19,385",8.308,0,4.156,"9,706","264,263,680",194.656,0,97.375,0,11.78,"2,534,192","16,301","2,185,808"
"18,314",4,2,0,1,0,1,"2,890",1.008,0,0.52,"1,505","13,150,720",23.616,0,12.183,0,1.57,"329,513","1,468","179,909"
57,6,3,0,1,1,1,"19,375",8.404,0,4.212,"9,727","264,263,680",196.905,0,98.687,1,11.7,"2,537,141","16,261","2,180,154"
"18,314",4,2,0,1,0,1,"2,883",0.968,0,0.5,"1,505","13,150,720",22.68,0,11.715,0,1.6,"328,868","1,475","180,552"
57,6,3,0,1,1,1,"19,382",8.356,0,4.204,"9,709","264,263,680",195.78,0,98.499,0,11.7,"2,533,590","16,263","2,179,446"
"18,314",4,2,0,1,0,1,"2,889",0.944,0,0.492,"1,501","13,150,720",22.117,0,11.527,1,1.69,"329,509","1,469","179,913"
57,6,3,0,1,1,1,"19,348",8.304,0,4.16,"9,674","264,263,680",194.561,0,97.468,0,11.58,"2,533,049","16,315","2,187,016"
"18,314",4,2,0,1,0,1,"2,901",0.936,0,0.476,"1,502","13,150,720",21.929,0,11.152,1,1.79,"330,908","1,457","178,512"
57,6,3,0,1,1,1,"19,404",8.276,0,4.144,"9,722","264,263,680",193.905,0,97.093,1,11.6,"2,542,061","16,300","2,185,798"
"18,314",4,2,0,1,0,1,"2,889",0.948,0,0.488,"1,502","13,150,720",22.21,0,11.433,1,2.44,"329,389","1,469","180,036"
"37,967",8,4,0,1,1,1,"11,939",2.356,0,1.184,"5,978","23,892,992",55.2,0,27.741,1,7.22,"1,494,708","9,442","1,225,068"
"18,314",4,2,0,1,0,1,"2,884",0.948,0,0.492,"1,503","13,150,720",22.211,0,11.527,1,1.55,"328,999","1,474","180,425"
"37,967",8,4,0,1,1,1,"11,930",2.432,0,1.22,"5,973","23,892,992",56.981,0,28.584,0,7.11,"1,493,944","9,433","1,224,149"
"18,314",4,2,0,1,0,1,"2,895",0.948,0,0.492,"1,508","13,150,720",22.211,0,11.527,1,1.52,"330,395","1,465","179,277"
"37,967",8,4,0,1,1,1,"11,435",2.3,0,1.192,"5,959","23,892,992",53.888,0,27.928,0,7.09,"1,491,785","9,454","1,226,622"
"18,314",4,2,0,1,0,1,"2,887",0.948,0,0.484,"1,502","13,150,720",22.211,0,11.34,1,1.8,"329,255","1,471","180,166"
"37,967",8,4,0,1,1,1,"11,935",2.436,0,1.24,"5,976","23,892,992",57.075,0,29.053,0,7.1,"1,493,950","9,400","1,219,796"
"18,314",4,2,0,1,0,1,"2,883",0.968,0,0.496,"1,502","13,150,720",22.679,0,11.621,1,1.53,"328,988","1,475","180,429"
"37,967",8,4,0,1,1,1,"11,950",2.36,0,1.188,"5,978","23,892,992",55.293,0,27.834,1,7.12,"1,495,464","9,407","1,220,341"
57,6,3,0,1,1,1,"19,426",8.208,0,4.108,"9,774","264,263,680",192.313,0,96.25,0,11.4,"2,544,178","16,268","2,180,877"
"37,967",8,4,0,1,1,1,"11,467",2.408,0,1.252,"5,974","23,892,992",56.419,0,29.334,0,7.16,"1,495,214","9,419","1,221,453"
57,6,3,0,1,1,1,"19,408",8.228,0,4.132,"9,728","264,263,680",192.781,0,96.812,1,11.71,"2,536,463","16,241","2,175,352"
"37,967",8,4,0,1,1,1,"11,922",3.052,0,1.54,"5,974","23,892,992",71.508,0,36.082,0,7.37,"1,492,037","9,428","1,222,907"
57,6,3,0,1,1,1,"19,366",8.244,0,4.124,"9,704","264,263,680",193.156,0,96.625,1,11.93,"2,530,385","16,273","2,181,418"
"37,967",8,4,0,1,1,1,"11,919",3.132,0.004,1.58,"5,972","23,892,992",73.382,0.093,37.019,1,7.39,"1,491,908","9,425","1,222,780"
57,6,3,0,1,1,1,"19,418",8.236,0,4.128,"9,727","264,263,680",192.969,0,96.719,0,11.7,"2,539,167","16,256","2,178,981"
"37,967",8,4,0,1,1,1,"11,909",2.964,0,1.484,"5,959","23,892,992",69.446,0,34.77,1,7.36,"1,491,023","9,467","1,228,301"
57,6,3,0,1,1,1,"19,455",8.22,0,4.112,"9,738","264,263,680",192.594,0,96.344,0,11.63,"2,541,723","16,240","2,178,251"
"37,967",8,4,0,1,1,1,"11,445",2.668,0,1.356,"5,977","23,892,992",62.511,0,31.771,0,7.22,"1,492,413","9,444","1,224,842"
57,6,3,0,1,1,1,"19,395",8.296,0,4.156,"9,743","264,263,680",194.375,0,97.375,1,11.71,"2,541,947","16,265","2,181,386"
"37,967",8,4,0,1,1,1,"11,932",2.912,0,1.464,"5,972","23,892,992",68.227,0,34.301,1,7.56,"1,494,334","9,461","1,227,863"
57,6,3,0,1,1,1,"19,444",8.244,0,4.124,"9,724","264,263,680",193.156,0,96.625,1,11.61,"2,539,438","16,247","2,178,251"
"37,967",8,4,0,1,1,1,"11,473",2.688,0,1.388,"5,979","23,892,992",62.979,0,32.52,1,7.15,"1,496,611","9,429","1,223,163"
57,6,3,0,1,1,1,"19,428",8.188,0,4.108,"9,724","264,263,680",191.844,0,96.25,1,11.56,"2,538,142","16,276","2,181,894"
"37,967",8,4,0,1,1,1,"11,921",3.196,0,1.604,"5,972","23,892,992",74.881,0,37.581,1,7.9,"1,492,178","9,431","1,223,546"
57,6,3,0,1,1,1,"19,355",8.208,0,4.112,"9,704","264,263,680",192.313,0,96.344,0,11.63,"2,533,428","16,309","2,186,109"
"37,967",8,4,0,1,1,1,"11,910",2.572,0,1.292,"5,962","23,892,992",60.261,0,30.271,1,7.16,"1,491,155","9,465","1,227,952"
57,6,3,0,1,1,1,"19,383",8.172,0,4.096,"9,728","264,263,680",191.469,0,95.969,0,11.58,"2,534,404","16,267","2,179,382"
"37,967",8,4,0,1,1,1,"11,464",2.84,0,1.46,"5,968","23,892,992",66.54,0,34.207,1,7.53,"1,495,580","9,437","1,224,459"
57,6,3,0,1,1,1,"19,460",8.152,0,4.08,"9,736","264,263,680",191,0,95.594,1,11.61,"2,539,122","16,251","2,176,692"
"37,967",8,4,0,1,1,1,"11,917",2.56,0,1.304,"5,960","23,892,992",59.98,0,30.552,1,7.15,"1,491,527","9,456","1,226,301"
42,2,2,1,1,0,0,"4,104",4.364,0,2.192,"2,054","36,841,472",102.247,0,51.358,1,5.04,"513,523","2,609","350,631"
"37,967",8,4,0,1,1,1,"11,927",2.576,0,1.296,"5,973","23,892,992",60.355,0,30.365,1,7.17,"1,493,053","9,412","1,221,351"
42,2,2,1,1,0,0,"4,076",4.248,0,2.128,"2,055","36,841,472",99.53,0,49.859,1,5.01,"509,590","2,600","349,993"
1,1,1,0,1,1,1,"6,670",2.08,0,1.052,"3,343","1,024",48.734,0,24.648,1,4.09,"840,809","6,640","835,652"
42,2,2,1,1,0,0,"4,019",4.264,0,2.148,"2,014","36,841,472",99.904,0,50.327,1,4.86,"509,649","2,590","350,152"
1,1,1,0,1,1,1,"6,666",1.312,0,0.66,"3,339","1,024",30.739,0,15.463,0,3.77,"840,555","6,640","835,652"
42,2,2,1,1,0,0,"4,057",4.288,0,2.164,"2,094","36,841,472",100.467,0,50.702,1,4.83,"515,111","2,609","352,504"
1,1,1,0,1,1,1,"6,693",1.304,0,0.656,"3,366","1,024",30.552,0,15.37,0,3.83,"840,555","6,640","835,652"
42,2,2,1,1,0,0,"4,000",4.288,0,2.16,"2,006","36,841,472",100.467,0,50.608,1,4.85,"505,633","2,604","349,489"
1,1,1,0,1,1,1,"6,693",1.3,0,0.652,"3,366","1,024",30.458,0,15.276,0,3.83,"840,555","6,640","835,652"
42,2,2,1,1,0,0,"4,107",4.3,0,2.168,"2,057","36,841,472",100.748,0,50.796,1,4.82,"515,988","2,598","351,836"
1,1,1,0,1,1,1,"6,666",1.324,0,0.672,"3,339","1,024",31.02,0,15.744,1,3.77,"840,555","6,640","835,652"
42,2,2,1,1,0,0,"4,105",4.324,0,2.184,"2,082","36,841,472",101.311,0,51.171,1,4.87,"515,235","2,605","352,027"
1,1,1,0,1,1,1,"3,325",0.664,0,0.66,"3,320","1,024",15.556,0,15.463,0,3.79,"421,254","3,319","417,695"
42,2,2,1,1,0,0,"4,066",4.292,0,2.16,"2,056","36,841,472",100.56,0,50.608,0,4.84,"508,484","2,607","350,788"
1,1,1,0,1,1,1,"6,693",1.368,0,0.688,"3,366","1,024",32.051,0,16.119,1,3.83,"840,555","6,640","835,652"
42,2,2,1,1,0,0,"4,110",4.316,0,2.172,"2,060","36,841,472",101.122,0,50.889,1,4.9,"515,982","2,602","351,868"
1,1,1,0,1,1,1,"6,693",1.356,0,0.684,"3,366","1,024",31.77,0,16.026,0,3.85,"840,555","6,640","835,652"
42,2,2,1,1,0,0,"4,019",4.316,0,2.176,"2,036","36,841,472",101.123,0,50.983,1,4.87,"501,993","2,632","352,123"
1,1,1,0,1,1,1,"6,693",1.348,0,0.68,"3,366","1,024",31.583,0,15.932,0,3.83,"840,555","6,640","835,652"
42,2,2,1,1,0,0,"4,132",4.348,0,2.184,"2,094","36,841,472",101.873,0,51.171,1,4.99,"513,432","2,614","350,696"
1,1,1,0,1,1,1,"6,666",1.332,0,0.672,"3,339","1,024",31.207,0,15.744,1,3.75,"840,555","6,640","835,652"
42,2,2,1,1,0,0,"4,062",4.364,0,2.2,"2,039","36,841,472",102.248,0,51.546,1,5.17,"515,731","2,598","351,582"
1,1,1,0,1,1,1,"3,349",0.68,0.004,0.676,"3,347","1,024",15.931,0.093,15.838,0,3.87,"421,254","3,319","417,695"
42,2,2,1,1,0,0,"3,980",4.372,0.004,2.196,"1,997","36,841,472",102.435,0.093,51.452,0,5.02,"502,626","2,638","352,758"
1,1,1,0,1,1,1,"6,693",1.448,0,0.732,"3,366","1,024",33.925,0,17.15,0,3.91,"840,555","6,640","835,652"
42,2,2,1,1,0,0,"4,139",4.308,0,2.172,"2,087","36,841,472",100.935,0,50.889,1,4.88,"515,978","2,604","351,868"
1,1,1,0,1,1,1,"6,666",1.324,0,0.664,"3,339","1,024",31.02,0,15.557,1,3.75,"840,555","6,640","835,652"
42,2,2,1,1,0,0,"4,112",4.4,0,2.216,"2,073","36,841,472",103.091,0,51.92,1,5.03,"512,694","2,606","351,458"
1,1,1,0,1,1,1,"6,693",1.368,0,0.688,"3,366","1,024",32.051,0,16.119,0,3.88,"840,555","6,640","835,652"
42,2,2,1,1,0,0,"4,100",4.252,0,2.16,"2,058","36,841,472",99.623,0,50.608,1,4.83,"513,945","2,616","352,062"
1,1,1,0,1,1,1,"6,666",1.3,0,0.66,"3,339","1,024",30.458,0,15.463,1,3.77,"840,555","6,640","835,652"
42,2,2,1,1,0,0,"4,002",4.264,0,2.14,"2,010","36,841,472",99.905,0,50.14,0,4.85,"505,523","2,609","349,838"
1,1,1,0,1,1,1,"6,666",1.424,0,0.712,"3,339","1,024",33.364,0,16.682,1,3.8,"840,555","6,640","835,652"
42,2,2,1,1,0,0,"4,105",4.304,0,2.16,"2,095","36,841,472",100.841,0,50.608,1,4.92,"513,432","2,614","350,791"
1,1,1,0,1,1,1,"6,693",1.356,0,0.68,"3,366","1,024",31.77,0,15.932,1,3.85,"840,555","6,640","835,652"
1,1,2,0,1,1,1,"7,969",1.856,0.068,0.932,"4,004","19,853,312",43.485,1.593,21.836,1,5.17,"969,238","7,128","898,483"
4,4,4,0,0,1,0,"17,539",6.396,0.316,3.228,"8,813","83,591,168",149.858,7.403,75.632,0,9.19,"2,167,304","10,703","1,349,105"
1,1,2,0,1,1,1,"7,944",1.944,0.052,1.016,"3,977","19,851,264",45.547,1.218,23.804,0,5.34,"970,016","7,119","898,036"
4,4,4,0,0,1,0,"17,511",6.352,0.332,3.188,"8,856","83,591,168",148.826,7.778,74.694,1,9.01,"2,160,877","10,732","1,349,586"
1,1,2,0,1,1,1,"7,966",1.824,0,0.916,"4,004","19,853,312",42.735,0,21.461,1,5.05,"969,013","7,127","898,483"
4,4,4,0,0,1,0,"17,544",7.004,0,3.532,"8,865","83,591,168",164.102,0,82.754,0,9.73,"2,165,967","10,729","1,350,051"
1,1,2,0,1,1,1,"7,966",1.9,0,0.98,"4,001","19,851,264",44.516,0,22.961,0,4.87,"969,262","7,130","899,116"
4,4,4,0,0,1,0,"17,501",7.136,0,3.58,"8,823","83,591,168",167.196,0,83.879,1,9.98,"2,161,146","10,719","1,349,459"
1,1,2,0,1,1,1,"7,964",1.856,0,0.94,"4,003","19,853,312",43.485,0,22.024,1,4.74,"969,015","7,125","898,483"
4,4,4,0,0,1,0,"17,556",8.432,0,4.236,"8,844","83,591,168",197.561,0,99.249,1,11.24,"2,169,476","10,733","1,352,177"
1,1,2,0,1,1,1,"7,968",1.908,0,0.968,"4,005","19,851,264",44.704,0,22.68,1,5.04,"969,766","7,122","898,449"
4,4,4,0,0,1,0,"17,548",6.388,0,3.204,"8,884","83,591,168",149.67,0,75.069,1,9.1,"2,168,315","10,728","1,351,968"
1,1,2,0,1,1,1,"7,918",1.808,0,0.916,"3,960","19,853,312",42.36,0,21.461,1,5.05,"967,026","7,119","897,943"
5,2,6,0,1,1,1,"11,218",3.004,0,1.508,"5,715","41,450,496",70.383,0,35.332,1,7.37,"1,367,441","9,441","1,186,114"
1,1,2,0,1,1,1,"7,971",1.812,0,0.912,"4,008","19,853,312",42.455,0,21.368,0,5.04,"969,260","7,126","898,070"
5,2,6,0,1,1,1,"11,207",3.036,0,1.524,"5,704","41,450,496",71.133,0,35.707,1,7.39,"1,366,780","9,446","1,187,396"
1,1,2,0,1,1,1,"7,964",1.876,0,0.952,"4,000","19,851,264",43.954,0,22.305,1,5.04,"968,999","7,125","898,481"
5,2,6,0,1,1,1,"11,203",3,0,1.512,"5,742","41,450,496",70.289,0,35.426,1,7.47,"1,365,485","9,455","1,187,287"
175,3,2,0,1,1,0,"21,407",10.376,0,5.22,"10,757","303,058,944",243.109,0,122.304,0,15.43,"2,578,282","14,328","1,772,822"
5,2,6,0,1,1,1,"11,154",3.008,0,1.508,"5,667","41,450,496",70.477,0,35.332,1,7.6,"1,359,977","9,443","1,187,150"
175,3,2,0,1,1,0,"20,950",10.608,0,5.312,"10,516","303,058,944",248.545,0,124.46,0,15.5,"2,508,400","14,187","1,750,970"
5,2,6,0,1,1,1,"11,146",3.028,0,1.516,"5,686","41,450,496",70.945,0,35.519,0,7.39,"1,358,316","9,441","1,185,475"
175,3,2,0,1,1,0,"21,371",10.452,0,5.236,"10,691","303,058,944",244.889,0,122.679,1,15.37,"2,555,821","14,304","1,768,362"
5,2,6,0,1,1,1,"11,172",3.052,0,1.528,"5,685","41,450,496",71.508,0,35.801,0,7.41,"1,361,499","9,457","1,187,231"
175,3,2,0,1,1,0,"20,722",10.408,0,5.22,"10,448","303,058,944",243.858,0,122.304,0,15.22,"2,497,533","14,083","1,744,284"
5,2,6,0,1,1,1,"11,185",3.488,0,1.748,"5,715","41,450,496",81.723,0,40.955,1,7.97,"1,364,034","9,462","1,188,958"
"37,967",8,4,0,1,1,1,"11,437",2.34,0.084,1.256,"5,957","23,892,992",54.826,1.968,29.428,1,7.07,"1,491,650","9,458","1,227,332"
5,2,6,0,1,1,1,"11,176",3.444,0,1.728,"5,687","41,450,496",80.692,0,40.487,1,7.84,"1,362,393","9,461","1,188,120"
"37,967",8,4,0,1,1,1,"11,880",2.376,0.08,1.22,"5,947","23,892,992",55.669,1.874,28.584,1,7.16,"1,486,702","9,428","1,222,521"
5,2,6,0,1,1,1,"11,184",3.568,0,1.784,"5,712","41,450,496",83.598,0,41.799,1,7.82,"1,363,455","9,462","1,189,218"
"37,967",8,4,0,1,1,1,"11,926",2.416,0,1.212,"5,978","23,892,992",56.606,0,28.397,1,7.08,"1,493,173","9,440","1,224,838"
5,2,6,0,1,1,1,"11,190",3.632,0,1.82,"5,714","41,450,496",85.097,0,42.642,0,8,"1,364,684","9,465","1,188,828"
"37,967",8,4,0,1,1,1,"11,443",2.316,0,1.216,"5,973","23,892,992",54.263,0,28.49,0,7.12,"1,492,674","9,418","1,222,272"
1,1,1,0,1,1,1,"6,693",1.484,0.028,0.764,"3,368","1,024",34.769,0.656,17.9,1,3.87,"840,555","6,643","835,716"
"37,967",8,4,0,1,1,1,"11,919",2.46,0,1.252,"5,972","23,892,992",57.637,0,29.334,1,7.3,"1,491,908","9,435","1,224,050"
1,1,1,0,1,1,1,"6,666",1.656,0.028,0.852,"3,339","1,024",38.799,0.656,19.962,1,4.03,"840,555","6,641","835,652"
"37,967",8,4,0,1,1,1,"11,902",2.436,0,1.236,"5,960","23,892,992",57.075,0,28.959,0,7.06,"1,489,882","9,492","1,229,722"
1,1,1,0,1,1,1,"6,666",1.852,0,0.952,"3,339","1,024",43.392,0,22.305,1,4.06,"840,555","6,640","835,652"
"37,967",8,4,0,1,1,1,"11,468",2.304,0,1.204,"5,972","23,892,992",53.982,0,28.209,0,7.15,"1,495,714","9,411","1,221,131"
1,1,1,0,1,1,1,"6,666",2.068,0,1.064,"3,339","1,024",48.452,0,24.929,1,4.05,"840,555","6,640","835,652"
"37,967",8,4,0,1,1,1,"11,903",2.396,0,1.204,"5,960","23,892,992",56.137,0,28.209,0,7.05,"1,490,171","9,427","1,223,445"
1,1,1,0,1,1,1,"6,666",1.376,0,0.704,"3,339","1,024",32.238,0,16.494,1,3.82,"840,555","6,640","835,652"
2,2,2,0,0,1,0,"11,374",3.296,0,1.656,"5,711","87,584,768",77.225,0,38.8,1,7.47,"1,398,115","9,744","1,253,356"
1,1,1,0,1,1,1,"6,666",1.384,0,0.712,"3,339","1,024",32.426,0,16.682,1,3.82,"840,555","6,640","835,652"
2,2,2,0,0,1,0,"11,360",3.248,0,1.624,"5,703","87,584,768",76.1,0,38.05,1,7.24,"1,400,281","9,741","1,253,355"
1,1,1,0,1,1,1,"6,693",1.664,0,0.872,"3,366","1,024",38.986,0,20.43,1,3.94,"840,555","6,640","835,652"
2,2,2,0,0,1,0,"11,418",3.716,0,1.864,"5,728","87,584,768",87.065,0,43.673,1,7.64,"1,404,089","9,735","1,252,593"
1,1,1,0,1,1,1,"6,666",1.616,0,0.824,"3,339","1,024",37.862,0,19.306,1,3.88,"840,555","6,640","835,652"
2,2,2,0,0,1,0,"11,422",3.62,0,1.816,"5,732","87,584,768",84.815,0,42.548,0,7.84,"1,404,139","9,739","1,252,365"
1,1,1,0,1,1,1,"6,666",1.608,0,0.808,"3,339","1,024",37.675,0,18.931,0,4.01,"840,555","6,640","835,652"
2,2,2,0,0,1,0,"11,373",3.22,0,1.616,"5,714","87,584,768",75.443,0,37.862,1,7.39,"1,397,476","9,740","1,252,339"
1,1,1,0,1,1,1,"3,344",0.66,0,0.652,"3,339","1,024",15.463,0,15.276,0,3.88,"421,254","3,319","417,695"
2,2,2,0,0,1,0,"11,421",3.336,0,1.672,"5,713","87,584,768",78.161,0,39.174,0,7.32,"1,400,657","9,739","1,252,720"
1,1,1,0,1,1,1,"6,666",1.392,0.004,0.712,"3,339","1,024",32.614,0.093,16.682,1,3.87,"840,555","6,640","835,652"
2,2,2,0,0,1,0,"11,394",3.224,0,1.616,"5,708","87,584,768",75.537,0,37.862,0,7.49,"1,400,657","9,741","1,252,974"
1,1,1,0,1,1,1,"6,666",1.56,0,0.804,"3,339","1,024",36.55,0,18.837,1,3.85,"840,555","6,640","835,652"
2,2,2,0,0,1,0,"11,405",3.956,0,1.98,"5,728","87,584,768",92.688,0,46.391,1,7.87,"1,403,334","9,739","1,253,990"
1,1,1,0,1,1,1,"6,666",1.46,0,0.744,"3,339","1,024",34.206,0,17.431,1,3.84,"840,555","6,640","835,652"
2,2,2,0,0,1,0,"11,415",3.292,0,1.648,"5,712","87,584,768",77.13,0,38.612,0,7.44,"1,400,281","9,739","1,253,101"
411,2,4,0,1,0,1,"29,805",9.92,0,4.984,"15,002","40,268,800",232.425,0,116.775,1,19.08,"3,639,734","24,990","3,106,310"
175,3,2,0,1,1,0,"21,055",11.576,0.668,5.808,"10,537","303,058,944",271.225,15.651,136.081,0,16.27,"2,514,992","14,215","1,753,494"
411,2,4,0,1,0,1,"29,779",9.932,0,4.992,"15,016","40,268,800",232.706,0,116.962,1,19.22,"3,639,606","24,995","3,106,629"
175,3,2,0,1,1,0,"21,025",12.648,0.592,6.324,"10,652","303,058,944",296.342,13.87,148.171,1,18.01,"2,516,860","14,163","1,747,951"
411,2,4,0,1,0,1,"29,785",9.916,0,4.984,"14,949","40,268,800",232.331,0,116.775,1,19.07,"3,636,686","24,993","3,106,417"
175,3,2,0,1,1,0,"21,149",11.684,0,5.852,"10,613","303,058,944",273.755,0,137.112,0,16.41,"2,535,087","14,289","1,764,653"
411,2,4,0,1,0,1,"29,822",9.852,0,4.956,"15,006","40,268,800",230.832,0,116.119,1,19.02,"3,641,511","24,997","3,106,687"
175,3,2,0,1,1,0,"21,048",10.46,0,5.232,"10,527","303,058,944",245.077,0,122.585,0,15.48,"2,528,143","14,237","1,760,460"
411,2,4,0,1,0,1,"29,749",9.98,0,5.024,"14,913","40,268,800",233.831,0,117.712,1,19.26,"3,632,240","25,002","3,107,261"
175,3,2,0,1,1,0,"20,823",10.348,0,5.196,"10,433","303,058,944",242.453,0,121.742,0,14.66,"2,499,181","14,162","1,749,007"
411,2,4,0,1,0,1,"29,718",9.868,0.004,4.96,"14,948","40,268,800",231.206,0.093,116.212,1,19.24,"3,628,303","24,999","3,106,912"
175,3,2,0,1,1,0,"21,069",10.28,0,5.164,"10,795","303,058,944",240.859,0,120.992,0,14.99,"2,538,084","14,219","1,759,867"
175,3,2,0,1,1,0,"21,197",10.668,0,5.356,"10,711","303,058,944",249.951,0,125.491,0,15.71,"2,541,251","14,286","1,764,671"
175,3,2,0,1,1,0,"21,179",10.312,0,5.16,"10,626","303,058,944",241.609,0,120.898,0,15.2,"2,534,269","14,269","1,762,045"
175,3,2,0,1,1,0,"21,026",11.584,0,5.836,"10,793","303,058,944",271.412,0,136.737,0,16.51,"2,530,836","14,249","1,762,819"
175,3,2,0,1,1,0,"21,142",10.36,0,5.188,"10,821","303,058,944",242.733,0,121.554,0,15.01,"2,521,151","14,204","1,751,189"
175,3,2,0,1,1,0,"20,762",12.716,0,6.368,"10,384","303,058,944",297.935,0,149.202,0,17.59,"2,486,817","14,199","1,753,719"
175,3,2,0,1,1,0,"21,083",10.508,0,5.264,"10,577","303,058,944",246.201,0,123.335,0,15.57,"2,524,321","14,234","1,756,872"
175,3,2,0,1,1,0,"20,949",11.136,0,5.572,"10,495","303,058,944",260.915,0,130.551,0,15.94,"2,510,477","14,209","1,755,187"
175,3,2,0,1,1,0,"20,890",10.364,0,5.196,"10,493","303,058,944",242.828,0,121.742,0,15.24,"2,508,972","14,193","1,754,097"
175,3,2,0,1,1,0,"21,042",11.452,0,5.732,"10,596","303,058,944",268.319,0,134.3,1,16.49,"2,524,387","14,224","1,757,940"
175,3,2,0,1,1,0,"21,076",10.432,0,5.228,"10,586","303,058,944",244.421,0,122.492,0,14.94,"2,520,865","14,231","1,756,419"
175,3,2,0,1,1,0,"21,110",12.068,0,6.036,"10,765","303,058,944",282.752,0,141.423,0,17.11,"2,544,563","14,206","1,758,576"
5,2,6,0,1,1,1,"11,207",3.028,0,1.516,"5,713","41,450,496",70.945,0,35.519,1,7.42,"1,365,853","9,453","1,186,912"
175,3,2,0,1,1,0,"20,923",11.428,0,5.716,"10,463","303,058,944",267.757,0,133.925,1,16.11,"2,506,193","14,233","1,756,516"
5,2,6,0,1,1,1,"11,179",3.024,0,1.512,"5,751","41,450,496",70.852,0,35.426,1,7.41,"1,362,270","9,419","1,183,618"
0,1,0,0,0,0,0,39,0.004,0.012,0.004,15,0,0.093,0.281,0.093,0,0.01,827,4,64
5,2,6,0,1,1,1,"11,187",3.056,0,1.536,"5,731","41,450,496",71.601,0,35.988,0,7.4,"1,367,002","9,443","1,186,579"
460,8,5,0,0,0,1,"1,409",0.16,0.004,0.088,742,"583,680",3.747,0.093,2.061,1,0.42,"129,158",825,"99,773"
5,2,6,0,1,1,1,"11,141",3.004,0,1.508,"5,710","41,450,496",70.383,0,35.332,1,7.46,"1,361,268","9,447","1,186,012"
460,8,5,0,0,0,1,"1,407",0.16,0,0.084,740,"583,680",3.748,0,1.968,1,0.42,"129,135",831,"99,798"
5,2,6,0,1,1,1,"11,175",3.052,0,1.54,"5,716","41,450,496",71.508,0,36.082,0,7.46,"1,362,642","9,461","1,188,483"
460,8,5,0,0,0,1,"1,409",0.176,0,0.092,706,"583,680",4.123,0,2.155,0,0.45,"129,158",826,"99,619"
5,2,6,0,1,1,1,"11,174",3.024,0,1.516,"5,677","41,450,496",70.851,0,35.519,0,7.44,"1,362,187","9,430","1,184,940"
460,8,5,0,0,0,1,"1,448",0.176,0,0.088,742,"583,680",4.122,0,2.061,1,0.42,"129,158",829,"99,776"
5,2,6,0,1,1,1,"11,200",3.016,0,1.512,"5,730","41,450,496",70.664,0,35.426,1,7.44,"1,365,969","9,460","1,189,119"
460,8,5,0,0,0,1,"1,407",0.172,0,0.088,706,"583,680",4.029,0,2.061,1,0.44,"129,135",831,"99,798"
5,2,6,0,1,1,1,"11,154",3.064,0,1.536,"5,722","41,450,496",71.789,0,35.988,1,7.37,"1,359,751","9,441","1,186,430"
460,8,5,0,0,0,1,"1,409",0.172,0,0.092,742,"583,680",4.029,0,2.155,1,0.44,"129,158",826,"99,619"
5,2,6,0,1,1,1,"11,195",3.036,0,1.52,"5,707","41,450,496",71.132,0,35.613,0,7.44,"1,364,754","9,434","1,185,270"
460,8,5,0,0,0,1,"1,407",0.176,0,0.088,704,"583,680",4.122,0,2.061,1,0.43,"129,136",832,"99,798"
5,2,6,0,1,1,1,"11,171",3.028,0,1.524,"5,684","41,450,496",70.945,0,35.707,1,7.36,"1,361,877","9,458","1,187,971"
460,8,5,0,0,0,1,"1,409",0.168,0,0.088,706,"583,680",3.935,0,2.061,1,0.42,"129,158",829,"99,776"
5,2,6,0,1,1,1,"11,270",3.02,0,1.516,"5,730","41,450,496",70.757,0,35.519,1,7.43,"1,374,178","9,435","1,185,956"
460,8,5,0,0,0,1,"1,409",0.164,0,0.084,706,"583,680",3.842,0,1.968,0,0.44,"129,158",829,"99,776"
5,2,6,0,1,1,1,"11,227",3.02,0,1.512,"5,688","41,450,496",70.758,0,35.426,0,7.63,"1,368,411","9,440","1,186,397"
460,8,5,0,0,0,1,"1,447",0.168,0,0.092,741,"583,680",3.935,0,2.155,1,0.43,"129,067",829,"99,776"
5,2,6,0,1,1,1,"11,223",3.02,0,1.52,"5,716","41,450,496",70.758,0,35.613,1,7.52,"1,368,468","9,451","1,187,970"
460,8,5,0,0,0,1,"1,407",0.168,0,0.088,742,"583,680",3.935,0,2.061,1,0.44,"129,136",837,"99,957"
5,2,6,0,1,1,1,"11,193",3,0,1.5,"5,728","41,450,496",70.29,0,35.145,1,7.36,"1,368,512","9,442","1,187,052"
460,8,5,0,0,0,1,"1,448",0.168,0,0.084,742,"583,680",3.936,0,1.968,1,0.42,"129,158",824,"99,649"
5,2,6,0,1,1,1,"11,179",3.012,0,1.516,"5,720","41,450,496",70.57,0,35.519,1,7.36,"1,362,514","9,437","1,185,038"
411,2,4,0,1,0,1,"29,827",9.948,0,5.008,"14,985","40,268,800",233.081,0,117.337,1,19.14,"3,642,146","25,004","3,107,133"
